CENTRAL ID,Author(s),Title,Source,Year,Abstract,Volume,Issue,Pages,Database Name,PubMed ID,Embase ID,CTgov ID,CINAHL ID,ICTRP ID,Publication Type,Keywords,DOI,URL,Cochrane Review Group Code
"CN-01994921",,"Incorrect data in: annual High-Dose Oral Vitamin D and Falls and Fractures in Elderly Women: a Randomized Controlled Trial","JAMA","2010",,"303","23","2357","Cochrane Central Register of Controlled Trials (CENTRAL)",,,,,,"Journal article",,,"https://www.cochranelibrary.com/central/doi/10.1002/central/CN-01994921/full","Bone, Joint and Muscle Trauma"
"CN-00743316","Sanders, KM; Stuart, AL; Williamson, EJ; Simpson, JA; Kotowicz, MA; Young, D; Nicholson, GC","Annual high-dose oral vitamin D and falls and fractures in older women: a randomized controlled trial","JAMA","2010","CONTEXT: Improving vitamin D status may be an important modifiable risk factor to reduce falls and fractures; however, adherence to daily supplementation is typically poor. OBJECTIVE: To determine whether a single annual dose of 500,000 IU of cholecalciferol administered orally to older women in autumn or winter would improve adherence and reduce the risk of falls and fracture. DESIGN, SETTING, AND PARTICIPANTS: A double‐blind, placebo‐controlled trial of 2256 community‐dwelling women, aged 70 years or older, considered to be at high risk of fracture were recruited from June 2003 to June 2005 and were randomly assigned to receive cholecalciferol or placebo each autumn to winter for 3 to 5 years. The study concluded in 2008. INTERVENTION: 500,000 IU of cholecalciferol or placebo. MAIN OUTCOME MEASURES: Falls and fractures were ascertained using monthly calendars; details were confirmed by telephone interview. Fractures were radiologically confirmed. In a substudy, 137 randomly selected participants underwent serial blood sampling for 25‐hydroxycholecalciferol and parathyroid hormone levels. RESULTS: Women in the cholecalciferol (vitamin D) group had 171 fractures vs 135 in the placebo group; 837 women in the vitamin D group fell 2892 times (rate, 83.4 per 100 person‐years) while 769 women in the placebo group fell 2512 times (rate, 72.7 per 100 person‐years; incidence rate ratio [RR], 1.15; 95% confidence interval [CI], 1.02‐1.30; P = .03). The incidence RR for fracture in the vitamin D group was 1.26 (95% CI, 1.00‐1.59; P = .047) vs the placebo group (rates per 100 person‐years, 4.9 vitamin D vs 3.9 placebo). A temporal pattern was observed in a post hoc analysis of falls. The incidence RR of falling in the vitamin D group vs the placebo group was 1.31 in the first 3 months after dosing and 1.13 during the following 9 months (test for homogeneity; P = .02). In the substudy, the median baseline serum 25‐hydroxycholecalciferol was 49 nmol/L. Less than 3% of the substudy participants had 25‐hydroxycholecalciferol levels lower than 25 nmol/L. In the vitamin D group, 25‐hydroxycholecalciferol levels increased at 1 month after dosing to approximately 120 nmol/L, were approximately 90 nmol/L at 3 months, and remained higher than the placebo group 12 months after dosing. CONCLUSION: Among older community‐dwelling women, annual oral administration of high‐dose cholecalciferol resulted in an increased risk of falls and fractures. TRIAL REGISTRATION: anzctr.org.au Identifier: ACTRN12605000658617; isrctn.org Identifier: ISRCTN83409867.","303","18","1815‐1822","Cochrane Central Register of Controlled Trials (CENTRAL)","PUBMED 20460620",,"","","","Journal article","Accidental Falls [*prevention & control]; Administration, Oral; Aged; Aged, 80 and over; Bone Density Conservation Agents [*administration & dosage, adverse effects]; Cholecalciferol [*administration & dosage, adverse effects]; Double‐Blind Method; Drug Administration Schedule; Female; Fractures, Bone [*prevention & control]; Humans; Male; Risk Factors; Seasons; Treatment Failure","10.1001/jama.2010.594","https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00743316/full","Bone, Joint and Muscle Trauma; Complementary Medicine; Metabolic and Endocrine Disorders"
"CN-01659331","Sanders, KM; Stuart, AL; Williamson, EJ; Simpson, JA; Kotowicz, MA; Nicholson, GC","Annual high-dose oral vitamin D for falls and fractures in elderly women: a randomised, double-blind, placebo-controlled trial (Vital D Study)","Osteoporosis international","2010",,"21","Suppl 1","S30","Cochrane Central Register of Controlled Trials (CENTRAL)",,,,,,"Journal article",,,"https://www.cochranelibrary.com/central/doi/10.1002/central/CN-01659331/full","Bone, Joint and Muscle Trauma; Complementary Medicine"
"CN-00788747","Sanders, KM; Stuart, AL; Williamson, EJ; Jacka, FN; Dodd, S; Nicholson, G; Berk, M","Annual high-dose vitamin D3 and mental well-being: randomised controlled trial","British journal of psychiatry","2011","BACKGROUND: Epidemiological evidence supports a relationship between vitamin D and mental well‐being, although evidence from large‐scale placebo‐controlled intervention trials is lacking. AIMS: To examine if vitamin D supplementation has a beneficial effect on mood in community‐dwelling older women; if a single annual large dose of vitamin D has a role in the prevention of depressive symptoms; and if there is an association between serum 25‐hydroxyvitamin D levels and mental health. METHOD: A double‐blind, randomised, placebo‐controlled trial of women aged 70 or older (the Vital D Study: ISRCTN83409867 and ACTR12605000658617). Participants were randomly assigned to receive 500 000 IU vitamin D(3) (cholecalciferol) orally or placebo every autumn/winter for 3‐5 consecutive years. The tools utilised at various time points were the General Health Questionnaire, the 12‐item Short Form Health Survey, the Patient Global Impression‐Improvement scale and the WHO Well‐Being Index. Serum 25‐hydroxyvitamin D levels were measured in a subset of 102 participants. RESULTS: In this non‐clinical population, no significant differences between the vitamin D and placebo groups were detected in any of the measured outcomes of mental health. Serum 25‐hydroxyvitamin D levels in the vitamin D group were 41% higher than the placebo group 12 months following their annual dose. Despite this difference, scores from the questionnaires did not differ. Furthermore, there was no interaction between those on antidepressant/anxiety medication at baseline and the treatment groups. CONCLUSIONS: The lack of improvement in indices of mental well‐being in the vitamin D group does not support the hypothesis that an annual high dose of vitamin D(3) is a practical intervention to prevent depressive symptoms in older community‐dwelling women.","198","5","357‐364","Cochrane Central Register of Controlled Trials (CENTRAL)","PUBMED 21525520",,"","","","Journal article","Aged; Aged, 80 and over; Anxiety [drug therapy]; Cholecalciferol [administration & dosage, *therapeutic use]; Data Interpretation, Statistical; Depression [drug therapy, *epidemiology, prevention & control]; Double‐Blind Method; Female; Fractures, Bone [prevention & control]; Health Status; Humans; Intention to Treat Analysis; Mental Health [*statistics & numerical data]; Middle Aged; Osteoporosis [prevention & control]; Outcome Assessment, Health Care [*statistics & numerical data]; Placebos; Risk Factors; Time Factors; Vitamin D Deficiency [epidemiology]; Vitamin D [*analogs & derivatives, blood]; Vitamins [administration & dosage, *therapeutic use]","10.1192/bjp.bp.110.087544","https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00788747/full","Common Mental Disorders; Complementary Medicine; Metabolic and Endocrine Disorders; Bone, Joint and Muscle Trauma"
"CN-01954509","Sanders, KM; Stuart, AL; Nicholson, GC","High-dose oral vitamin D supplementation and risk of falls in older women","JAMA","2010",,"304","8","856‐857","Cochrane Central Register of Controlled Trials (CENTRAL)",,,,,,"Journal article",,,"https://www.cochranelibrary.com/central/doi/10.1002/central/CN-01954509/full","Bone, Joint and Muscle Trauma"
"CN-00728596","Sanders, KM; Stuart, AL; Merriman, EN; Read, ML; Kotowicz, MA; Young, D; Taylor, R; Blair-Holt, I; Mander, AG; Nicholson, GC","Trials and tribulations of recruiting 2,000 older women onto a clinical trial investigating falls and fractures: vital D study","BMC medical research methodology","2009","BACKGROUND: Randomised, placebo‐controlled trials are needed to provide evidence demonstrating safe, effective interventions that reduce falls and fractures in the elderly. The quality of a clinical trial is dependent on successful recruitment of the target participant group. This paper documents the successes and failures of recruiting over 2,000 women aged at least 70 years and at higher risk of falls or fractures onto a placebo‐controlled trial of six years duration. The characteristics of study participants at baseline are also described for this study. METHODS: The Vital D Study recruited older women identified at high risk of fracture through the use of an eligibility algorithm, adapted from identified risk factors for hip fracture. Participants were randomised to orally receive either 500,000 IU vitamin D3 (cholecalciferol) or placebo every autumn for five consecutive years. A variety of recruitment strategies were employed to attract potential participants. RESULTS: Of the 2,317 participants randomised onto the study, 74% (n = 1716/2317) were consented onto the study in the last five months of recruiting. This was largely due to the success of a targeted mail‐out. Prior to this only 541 women were consented in the 18 months of recruiting. A total of 70% of all participants were recruited as a result of targeted mail‐out. The response rate from the letters increased from 2 to 7% following revision of the material by a public relations company. Participant demographic or risk factor profile did not differ between those recruited by targeted mail‐outs compared with other methods. CONCLUSION: The most successful recruitment strategy was the targeted mail‐out and the response rate was no higher in the local region where the study had extensive exposure through other recruiting strategies. The strategies that were labour‐intensive and did not result in successful recruitment include the activities directed towards the GP medical centres. Comprehensive recruitment programs employ overlapping strategies simultaneously with ongoing assessment of recruitment rates. In our experience, and others direct mail‐outs work best although rights to privacy must be respected. TRIAL REGISTRATION: ISRCTN83409867 and ACTR12605000658617.","9",,"78","Cochrane Central Register of Controlled Trials (CENTRAL)","PUBMED 19930724",,"","","","Journal article","Accidental Falls [*prevention & control]; Aged; Aged, 80 and over; Bone Density Conservation Agents [therapeutic use]; Cholecalciferol [therapeutic use]; Female; Fractures, Bone [*prevention & control]; Health Knowledge, Attitudes, Practice; Humans; Mass Media; Patient Dropouts [statistics & numerical data]; Patient Selection; Planning Techniques; Postal Service; Randomized Controlled Trials as Topic [methods]","10.1186/1471-2288-9-78","https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00728596/full","Bone, Joint and Muscle Trauma; Metabolic and Endocrine Disorders"
"CN-00860951","Sanders, KM; Stuart, AL; Kotowicz, MA; Nicholson, GC","Annual feedback is an effective tool for a sustained increase in calcium intake among older women","Nutrients","2010","We aimed to optimize calcium intake among the 2,000+ older women taking part in the Vital D study. Calcium supplementation was not included in the study protocol. Our hypothesis was that annual feedback of calcium intake and informing women of strategies to improve calcium intake can lead to a sustained increase in the proportion of women who consume adequate levels of the mineral. Calcium intake was assessed on an annual basis using a validated short food frequency questionnaire (FFQ). Supplemental calcium intake was added to the dietary estimate. Participants and their nominated doctor were sent a letter that the participant's estimated daily calcium intake was adequate or inadequate based on a cutoff threshold of 800 mg/day. General brief statements outlining the importance of an adequate calcium intake and bone health were included in all letters. At baseline, the median daily consumption of calcium was 980 mg/day and 67 percent of 1,951 participants had calcium intake of at least 800 mg per day. Of the 644 older women advised of an inadequate calcium intake at baseline (<800 mg/day), 386 (60%) had increased their intake by at least 100 mg/day when re‐assessed twelve months later. This desirable change was sustained at 24 months after baseline with almost half of these women (303/644) consuming over 800 mg calcium per day. This study devised an efficient method to provide feedback on calcium intake to over 2,000 older women. The improvements were modest but significant and most apparent in those with a low intake at baseline. The decreased proportion of these women with an inadequate intake of calcium 12‐ and 24‐months later, suggests this might be a practical, low cost strategy to maintain an adequate calcium intake among older women.","2","9","1018‐1025","Cochrane Central Register of Controlled Trials (CENTRAL)","PUBMED 22254070",,,,,"Journal article","Accidental Falls [prevention & control]; Aged; Aged, 80 and over; Calcium, Dietary [*administration & dosage]; Cholecalciferol [administration & dosage]; Diet; Dietary Supplements; Double‐Blind Method; Feedback, Psychological; Female; Fractures, Bone [prevention & control]; Humans; Placebos; Seasons","10.3390/nu20901018","https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00860951/full","Bone, Joint and Muscle Trauma"
"CN-01912858","Sanders, KM; Hayles, AL; Kotowicz, MA; Nicholson, GC","The possible role of vitamin d and falls in relation to lower fracture rates in rural communities","Osteoporosis international","2007",,"18","Suppl 1","S120‐1","Cochrane Central Register of Controlled Trials (CENTRAL)",,,,,,"Journal article",,,"https://www.cochranelibrary.com/central/doi/10.1002/central/CN-01912858/full","Bone, Joint and Muscle Trauma"
"CN-01953365","Sanders, KM; Hayles, AL; Kotowicz, MA; Nicholson, GC","Does vitamin D explain the lower fracture rate in rural communities?","Bone","2007",,"40","6 Suppl 2","S195","Cochrane Central Register of Controlled Trials (CENTRAL)",,,,,,"Journal article",,,"https://www.cochranelibrary.com/central/doi/10.1002/central/CN-01953365/full","Bone, Joint and Muscle Trauma"
"CN-01032092","Sanders, KM; Ebeling, PR; Stuart, AL; Williamson, EJ; Kotowicz, MA; Nicholson, GC","Annual high-dose oral vitamin D3: is increased risk of fractures attributable to changes in bone turnover markers?","Osteoporosis international","2011","We have previously reported increased falls and fractures in a RCT using a single annual oral dose of 500,000 IU cholecalciferol (D3) administered orally in autumn or winter for 3‐5 years to 2,256 older women1. The increased rate of falling in the D3 group was higher in the first 3 months postdosing (p=0.017). This temporal pattern was observed for fractures although not significant. Aim: To investigate if the increased rate of fractures is associated with change in bone turnover markers (BTM). Method: Serial biochemistry was performed on a substudy of 99 randomly selected participants. Serum 25‐ hydroxyvitamin D (25D: Diasorin) and the BTM, β Ctelopeptide (CTx ‐ resorption) and N‐terminal propeptide of type I collagen (P1NP ‐ formation) were measured by electrochemiluminescence immunoassay (Roche, Germany). Biochemistry is reported at baseline and ≥2 years later at predose, 1‐ and 3‐month postdose. Our post hoc analysis used a linear regression model for change in BTM at 1‐ and 3‐months post‐dose and included baseline BTM and % change in 25D as covariates. The analysis also tested for heterogeneity (interaction) between changes in BTM and 25D Results: The median baseline 25D was 49 nmol/L. In the D3 group, 1‐, 3‐ and 12‐month median post dose levels were 124, 93 and 62 nmol/L, respectively. At 3‐months postdose both CTx and P1NP increased with increases in 25D (estimated mean % change from predose per 50% increase in 25D was 28.7%CTx and 8.4%P1NP, p=0.024 and 0.015, respectively). There was no heterogeneity of either marker (p>0.1). Conclusions: Our findings suggest that annual high‐dose D3 treatment may be associated with increased bone turnover in the 3‐month post‐dose period. In these older women, higher bone turnover may have contributed to increased fractures.","22",,"S589","Cochrane Central Register of Controlled Trials (CENTRAL)",,"EMBASE 70806884",,,,"Journal article; Conference proceeding","*Asia; *bone; *bone turnover; *drug megadose; *fracture; *osteoporosis; *risk; Autumn; Female; Germany; Human; Immunoassay; Linear regression analysis; Model; Post hoc analysis; Serum; Winter","10.1007/s00198-011-1717-8","https://www.cochranelibrary.com/central/doi/10.1002/central/CN-01032092/full","Complementary Medicine; Bone, Joint and Muscle Trauma"
"CN-01659333","Sanders, K; Stuart, A; Williamson, E; Simpson, J; Kotowicz, M; Nicholson, G","The efficacy of high-dose oral vitamin D3 administered once a year: a randomised, double-blind, placebo-controlled trial (vital D study) for falls and fractures in older women","Osteoporosis international","2011",,"22","Suppl 1","S104‐5","Cochrane Central Register of Controlled Trials (CENTRAL)",,,,,,"Journal article",,,"https://www.cochranelibrary.com/central/doi/10.1002/central/CN-01659333/full","Bone, Joint and Muscle Trauma; Complementary Medicine"
"CN-01946124","Sanders, K; Duque, G; Ebeling, P; McCorquodale, T; Herrmann, M; Shore-Lorenti, C","The efficacy of high-does oral vitamin D3 administered once a year: increased fracture risk is associated with 1,25 vitamin d level at 3-months post dose","ASBMR annual meeting","2012",,,,,"Cochrane Central Register of Controlled Trials (CENTRAL)",,,,,,"Journal article",,,"https://www.cochranelibrary.com/central/doi/10.1002/central/CN-01946124/full","Bone, Joint and Muscle Trauma"
"CN-00408417","Ushiroyama, T; Ikeda, A; Sakai, M; Higashiyama, T; Ueki, M","Effects of the combined use of calcitonin and 1 alpha-hydroxycholecalciferol on vertebral bone loss and bone turnover in women with postmenopausal osteopenia and osteoporosis: a prospective study of long-term and continuous administration with low dose calcitonin","Maturitas","2001","OBJECTIVES: The present study investigates the effect of long‐term and continuous treatment with low dose calcitonin in combination with 1 alpha‐hydroxycholecalciferol on vertebral bone mass in early postmenopausal women. METHODS: A total of 202 postmenopausal women between 53 and 58 years of age were recruited individually and randomly assigned to one of four groups. Comparisons were made among groups of women receiving calcitonin alone (10 IU i.m. twice a month), 1 alpha‐hydroxycholecalciferol alone (0.5 microg orally twice daily), a combination of the above two agents, or no treatment. Bone mineral density (BMD) of lumber spine (L2‐4) was determined using Dual Energy X‐ray Absorptiometry. The study was carried out prospectively over a 2‐year period. RESULTS: We observed a significant increase in vertebral bone mass in the combined treatment regimen of calcitonin and 1 alpha‐hydroxycholecalciferol (3.44% at 12 months in the combination group vs 1.40,0.92, and ‐0.70% in the calcitonin alone, 1 alpha‐hydroxycholecalciferol alone, and control groups, respectively; 4.51% at 24 months in the combination group vs 2.21,1.04, and ‐3.61% in the calcitonin alone, 1 alpha‐hydroxycholecalciferol alone, and control groups, respectively). Serum PTH, osteocalcin levels and alkaline phosphatase activity decreased significantly within 12 months whereas urinary pyridinoline/creatinine ratio decreased at 24 months in the combination group. We observed mild adverse effects in 25.0% (7/28) and 30.0% (6/20) of combination regimen and calcitonin treatment cases, respectively. CONCLUSIONS: The results of the study suggest that the combination treatment regimen increased vertebral bone loss in early postmenopausal women to a greater extent than did calcitonin alone or 1 alpha‐hydroxycholecalciferol alone.","40","3","229‐238","Cochrane Central Register of Controlled Trials (CENTRAL)","PUBMED 11731184",,,,,"Journal article","Administration, Oral; Alkaline Phosphatase [blood]; Amino Acids [urine]; Bone Density; Calcitonin [*administration & dosage, blood]; Creatinine [urine]; Drug Administration Schedule; Drug Therapy, Combination; Female; Humans; Hydroxycholecalciferols [*administration & dosage]; Lumbar Vertebrae; Middle Aged; Osteocalcin [blood]; Osteoporosis, Postmenopausal [*prevention & control]; Parathyroid Hormone [blood]; Prospective Studies; Treatment Outcome","10.1016/s0378-5122(01)00243-2","https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00408417/full","Bone, Joint and Muscle Trauma"
