CENTRAL ID,Author(s),Title,Source,Year,Abstract,Volume,Issue,Pages,Database Name,PubMed ID,Embase ID,CTgov ID,CINAHL ID,ICTRP ID,Publication Type,Keywords,DOI,URL,Cochrane Review Group Code
"CN-02357582","Torrisi, M; Bonanno, L; Formica, C; Arcadi, FA; Cardile, D; Cimino, V; Bramanti, P; Morini, E","The role of rehabilitation and vitamin D supplementation on motor and psychological outcomes in poststroke patients","Medicine","2021","Post‐Stroke depression affects between 12% and 72% of patients who have suffered a stroke. The association between low serum levels of 25‐hydroxyvitamin D (25(OH) D) and increased risk of depression is reported in both stroke and non‐stroke patients. Similarly, high 25(OH) D levels might be associated with greater functional improvement during rehabilitation program.We wanted to investigate the effects of an intensive rehabilitation on poststroke outcomes. We wondered if the daily rehabilitation of motor and cognitive functions could also have an effect on mood and functional abilities in addition to or as an alternative to vitamin D supplementation.We conducted a 12‐week, randomized trial, double blind, parallel, monocentric clinical trial of 40 patients undergoing intensive neuro‐rehabilitation treatment at a specialized care facility for ischemic or hemorrhagic brain stroke. Participants were randomly assigned, in a 1:1 ratio, to 1 of 2 parallel groups: in the experimental group, 2000 IU/day of oral cholecalciferol was administered; in the control group patients were not taking vitamin D supplementation. Patients underwent a text evaluation to investigate psychological and motor outcomes.Significant intra‐group difference in outcomes measures was found but not between control group and experimental group. In the vitamin D group, we highlighted significant differences between T0 and T1 in calcium (P < .001), vitamin D (P < .001), in Montgomery Aasberg Depression Rating Scale (P = .001), and in Functional Independent Measures (P < .001). In the health control group, we found a significant difference in calcium (P = .003), vitamin D (P < .001), Montgomery Aasberg Depression Rating Scale (P = 0.006), in general self‐efficacy (P = .009), and in Functional Independent Measures (P < .001).Our results show that the beneficial effect on mood and functional recovery is mainly due to neurorehabilitation rather than vitamin D supplementation.","100","45","e27747","Cochrane Central Register of Controlled Trials (CENTRAL)","PUBMED 34766589","EMBASE 636729571",,,,"Journal article","Adult; Article; Calcium; Cerebrovascular accident; Cholecalciferol; Clinical article; Clinical trial; Cognition; Controlled study; Dietary Supplements; Double blind procedure; Double‐Blind Method; Drug therapy; Female; Functional status; Human; Human tissue; Humans; Larynx stent; Male; Mood; Motor performance; Neurorehabilitation; Parallel design; Randomized controlled trial; Rating scale; Rehabilitation; Self concept; Stroke [complications]; Vitamin D; Vitamin D Deficiency; Vitamins [therapeutic use]","10.1097/MD.0000000000027747","https://www.cochranelibrary.com/central/doi/10.1002/central/CN-02357582/full",
"CN-00460219","Toole, JF; Malinow, MR; Chambless, LE; Spence, JD; Pettigrew, LC; Howard, VJ; Sides, EG; Wang, CH; Stampfer, M","Lowering homocysteine in patients with ischemic stroke to prevent recurrent stroke, myocardial infarction, and death: the Vitamin Intervention for Stroke Prevention (VISP) randomized controlled trial","JAMA","2004","CONTEXT: In observational studies, elevated plasma total homocysteine levels have been positively associated with ischemic stroke risk. However the utility of homocysteine‐lowering therapy to reduce that risk has not been confirmed by randomized trials. OBJECTIVE: To determine whether high doses of folic acid, pyridoxine (vitamin B6), and cobalamin (vitamin B12), given to lower total homocysteine levels, reduce the risk of recurrent stroke over a 2‐year period compared with low doses of these vitamins. DESIGN: Double‐blind randomized controlled trial (September 1996‐May 2003). SETTING AND PARTICIPANTS: 3680 adults with nondisabling cerebral infarction at 56 university‐affiliated hospitals, community hospitals, private neurology practices, and Veterans Affairs medical centers across the United States, Canada, and Scotland. INTERVENTIONS: All participants received best medical and surgical care plus a daily multivitamin containing the US Food and Drug Administration's reference daily intakes of other vitamins; patients were randomly assigned to receive once‐daily doses of the high‐dose formulation (n = 1827), containing 25 mg of pyridoxine, 0.4 mg of cobalamin, and 2.5 mg of folic acid; or the low‐dose formulation (n = 1853), containing 200 microg of pyridoxine, 6 microg of cobalamin and 20 microg of folic acid. MAIN OUTCOME MEASURES: Recurrent cerebral infarction (primary outcome); coronary heart disease (CHD) events and death (secondary outcomes). RESULTS: Mean reduction of total homocysteine was 2 micromol/L greater in the high‐dose group than in the low‐dose group, but there was no treatment effect on any end point. The unadjusted risk ratio for any stroke, CHD event, or death was 1.0 (95% confidence interval [CI], 0.8‐1.1), with chances of an event within 2 years of 18.0% in the high‐dose group and 18.6% in the low‐dose group. The risk of ischemic stroke within 2 years was 9.2% for the high‐dose and 8.8% for the low‐dose groups (risk ratio, 1.0; 95% CI, 0.8‐1.3) (P =.80 by log‐rank test of the primary hypothesis of difference in ischemic stroke between treatment groups). There was a persistent and graded association between baseline total homocysteine level and outcomes. A 3‐ micromol/L lower total homocysteine level was associated with a 10% lower risk of stroke (P =.05), a 26% lower risk of CHD events (P<.001), and a 16% lower risk of death (P =.001) in the low‐dose group and a nonsignificantly lower risk in the high‐dose group by 2% for stroke, 7% for CHD events, and 7% for death. CONCLUSIONS: In this trial, moderate reduction of total homocysteine after nondisabling cerebral infarction had no effect on vascular outcomes during the 2 years of follow‐up. However, the consistent findings of an association of total homocysteine with vascular risk suggests that further exploration of the hypothesis is warranted and longer trials in different populations with elevated total homocysteine may be necessary.","291","5","565‐575","Cochrane Central Register of Controlled Trials (CENTRAL)","PUBMED 14762035",,,,,"Journal article","Adult; Aged; Coronary Disease [blood, prevention & control]; Double‐Blind Method; Female; Folic Acid [administration & dosage, *therapeutic use]; Homocysteine [*blood]; Humans; Male; Middle Aged; Myocardial Infarction [blood, prevention & control]; Recurrence; Risk; Stroke [*blood, *prevention & control]; Treatment Outcome; Vitamin B 12 [administration & dosage, *therapeutic use]; Vitamin B 6 [administration & dosage, *therapeutic use]","10.1001/jama.291.5.565","https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00460219/full","Stroke; Heart; Complementary Medicine"
"CN-00327129","Spence, JD; Howard, VJ; Chambless, LE; Malinow, MR; Pettigrew, LC; Stampfer, M; Toole, JF","Vitamin Intervention for Stroke Prevention (VISP) trial: rationale and design","Neuroepidemiology","2001","Elevated plasma levels of homocyst(e)ine [H(e)] are surprisingly common and strongly associated with endothelial dysfunction and a marked increase in vascular risk. Treatment with a combination of folic acid, pyridoxine (vitamin B6) and cobalamin (vitamin B12) reduces plasma H(e) levels in most cases, restores endothelial function, and regresses carotid plaque, but there is no evidence that such treatment will reduce clinical events. The Vitamin Intervention for Stroke Prevention (VISP) study is a double‐masked, randomized, multicenter clinical trial designed to determine if, in addition to best medical/surgical management, high‐dose folic acid, vitamin B6, and vitamin B12 supplements will reduce recurrent stroke compared to lower doses of these vitamins. Patients at least 35 years old with a nondisabling ischemic stroke within 120 days, and screening plasma H(e) > the 25th percentile of benchmark population data are eligible. Secondary endpoints are myocardial infarction or fatal coronary heart disease. This paper describes the design and rationale of the study.","20","1","16‐25","Cochrane Central Register of Controlled Trials (CENTRAL)","PUBMED 11174041",,,,,"Journal article","Adult; Aged; Cerebral Infarction [blood, etiology, *prevention & control]; Dose‐Response Relationship, Drug; Double‐Blind Method; Female; Folic Acid [*administration & dosage, adverse effects]; Homocysteine [blood]; Homocystine [blood]; Humans; Male; Middle Aged; Pyridoxine [*administration & dosage, adverse effects]; Risk Factors; Vitamin B 12 [*administration & dosage, adverse effects]","10.1159/000054753","https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00327129/full","Stroke"
"CN-00459316","Spence, JD; Blake, C; Landry, A; Fenster, A","Measurement of carotid plaque and effect of vitamin therapy for total homocysteine","Clinical chemistry and laboratory medicine","2003","BACKGROUND: Many new therapies are being developed that are anti‐atherosclerotic, but which do not change clinical parameters such as blood pressure or cholesterol. In order to measure the effects of these therapies it will be necessary to measure atherosclerosis. Elevated levels of plasma total homocysteine (tHcy) are associated with increased risk of stroke and myocardial infarction. Measurement of the effect of vitamin therapy on atherosclerosis has therefore been used as an example of this approach. METHODS: 2‐Dimensional measurement of carotid plaque cross‐sectional area has been used to measure effects of vitamin therapy in patients whose plaque is progressing despite intensive treatment of traditional risk factors. In clinic patients, addition of vitamin therapy halted progression of atherosclerosis, in samples of 50 patients over 2.5 years. However, in patients randomized to high‐dose vs. low‐dose vitamins in the Vitamin Intervention for Stroke Prevention trial, no difference in plaque progression was seen between high‐dose and low‐dose vitamin therapy. New methods have been developed for the measurement of 3‐dimensional plaque volume, and for the measurement of plaque surface roughness. RESULTS: The accuracy and reliability of the measurement of plaque volume is 95%. This will permit measurement of effects of new anti‐atherosclerotic therapies with much smaller sample sizes, in a much shorter time, than previously available methods such as intima‐media thickness. CONCLUSION: Measurement of atherosclerotic plaque volume and roughness will greatly enhance the study of new anti‐atherosclerotic therapies.","41","11","1498‐1504","Cochrane Central Register of Controlled Trials (CENTRAL)","PUBMED 14656032","EMBASE 37493567",,,,"Journal article","*coronary artery atherosclerosis/di [Diagnosis]; *coronary artery atherosclerosis/dt [Drug Therapy]; *cyanocobalamin/cb [Drug Combination]; *cyanocobalamin/do [Drug Dose]; *cyanocobalamin/dt [Drug Therapy]; *cyanocobalamin/pd [Pharmacology]; *folic acid/cb [Drug Combination]; *folic acid/do [Drug Dose]; *folic acid/dt [Drug Therapy]; *folic acid/pd [Pharmacology]; *homocysteine/ec [Endogenous Compound]; *pyridoxine/cb [Drug Combination]; *pyridoxine/do [Drug Dose]; *pyridoxine/dt [Drug Therapy]; *pyridoxine/pd [Pharmacology]; Accuracy; Aged; Amino acid blood level; Artery intima proliferation; Artery media; Article; Atherosclerotic plaque/di [Diagnosis]; Atherosclerotic plaque/dt [Drug Therapy]; Carotid Stenosis [blood, *diagnostic imaging, drug therapy]; Clinical article; Clinical trial; Controlled clinical trial; Controlled study; Dose‐Response Relationship, Drug; Drug megadose; Folic Acid [administration & dosage, therapeutic use]; Heart infarction; Homocysteine [*blood]; Human; Humans; Imaging, Three‐Dimensional; Low drug dose; Measurement; Methodology; Priority journal; Randomized controlled trial; Reliability; Reproducibility of Results; Risk factor; Sample size; Stroke [blood, *prevention & control]; Stroke/dt [Drug Therapy]; Stroke/pc [Prevention]; Time; Ultrasonography; Vitamin B 12 [administration & dosage, therapeutic use]; Vitamin B 6 [administration & dosage, therapeutic use]; Vitamins [administration & dosage, *therapeutic use]","10.1515/CCLM.2003.230","https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00459316/full","Stroke; Complementary Medicine"
"CN-01759826","Spence, JD; Bang, H; Chambless, LE; Stampfer, MJ","Vitamin intervention for stroke prevention trial: an efficacy analysis","Stroke","2005","BACKGROUND AND PURPOSE: The Vitamin Intervention for Stroke Prevention trial (VISP) intention‐to‐treat analysis did not show efficacy of combined vitamin therapy for recurrent vascular events in patients with nondisabling stroke. Reasons for lack of efficacy may have included folate fortification of grain products, inclusion of the recommended daily intake for B12 in the low‐dose arm, treatment with parenteral B12 in patients with low B12 levels in both study arms, a dose of B12 too low for patients with malabsorption, supplementation with nonstudy vitamins, and failure of patients with significant renal impairment to respond to vitamin therapy. We conducted an efficacy analysis limited to patients most likely to benefit from the treatment, based on hypotheses arising from evidence developed since VISP was initiated. The criteria for this subgroup were defined before any data analysis. METHODS: For this analysis, we excluded patients with low and very high B12 levels at baseline (<250 and >637 pmol/L, representing the 25th and 95th percentiles), to exclude those likely to have B12 malabsorption or to be taking B12 supplements outside the study and patients with significant renal impairment (glomerular filtration rate <46.18; the 10th percentile). RESULTS: This subgroup represents 2155 patients (37% female), with a mean age of 66+/‐10.7 years. For the combined end point of ischemic stroke, coronary disease, or death, there was a 21% reduction in the risk of events in the high‐dose group compared with the low‐dose group (unadjusted P=0.049; adjusted for age, sex, blood pressure, smoking, and B12 level P=0.056). In Kaplan‐Meier survival analysis comparing 4 groups, patients with a baseline B12 level at the median or higher randomized to high‐dose vitamin had the best overall outcome, and those with B12 less than the median assigned to low‐dose vitamin had the worst (P=0.02 for combined stroke, death, and coronary events; P=0.03 for stroke and coronary events). CONCLUSIONS: In the era of folate fortification, B12 plays a key role in vitamin therapy for total homocysteine. Higher doses of B12, and other treatments to lower total homocysteine may be needed for some patients.","36","11","2404‐2409","Cochrane Central Register of Controlled Trials (CENTRAL)","PUBMED 16239629","EMBASE 41566967",,,,"Journal article","*cerebrovascular accident /drug therapy /prevention; *vitamin supplementation; Adult; Aged; Article; Blood pressure; Clinical trial; Controlled clinical trial; Controlled study; Coronary artery disease; Data analysis; Death; Disease‐Free Survival; Double blind procedure; Drug efficacy; Drug megadose; Evidence based medicine; Female; Folic Acid [metabolism]; Glomerular Filtration Rate; Glomerulus filtration rate; Homocysteine [chemistry]; Human; Humans; Ischemia [pathology]; Kaplan Meier method; Low drug dose; Major clinical study; Malabsorption; Male; Middle Aged; Models, Statistical; Priority journal; Randomized Controlled Trials as Topic; Randomized controlled trial; Risk reduction; Smoking; Stroke [*drug therapy, pathology, *prevention & control, therapy]; Survival; Time Factors; Treatment Outcome; Treatment failure; Treatment outcome; Vitamin B 12 [metabolism]; Vitamins [metabolism, *therapeutic use]","10.1161/01.STR.0000185929.38534.f3","https://www.cochranelibrary.com/central/doi/10.1002/central/CN-01759826/full",
"CN-01792756","Saito, G; Zapata, R; Rivera, R; Zambrano, H; Rojas, D; Acevedo, H; Ravera, F; Mosquera, J; Vasquez, JE; Mura, J","Long-chain omega-3 fatty acids in aneurysmal subarachnoid hemorrhage: a randomized pilot trial of pharmaconutrition","Surgical neurology international","2017","Background: Functional recovery after aneurysmal subarachnoid hemorrhage (SAH) remains a significant problem. We tested a novel therapeutic approach with long‐chain omega‐3 polyunsaturated fatty acids (n‐3 PUFAs) to assess the safety and feasibility of an effectiveness trial. Methods: We conducted a multicentre, parallel, randomized, open‐label pilot trial. Patients admitted within 72 hours after SAH with modified Fisher scale scores of 3 or 4 who were selected for scheduled aneurysm clipping were allocated to receive either n‐3 PUFA treatment (parenteral perioperative: 5 days; oral: 8 weeks) plus usual care or usual care alone. Exploratory outcome measures included major postoperative intracranial bleeding complications (PIBCs), cerebral infarction caused by delayed cerebral ischemia, shunt‐dependent hydrocephalus, and consent rate. The computed tomography evaluator was blinded to the group assignment. Results: Forty‐one patients were randomized, but one patient had to be excluded after allocation. Twenty patients remained for intention to treat analysis in each trial arm. No PIBs (95% confidence interval [CI]: 0.00 to 0.16) or other unexpected harm were observed in the intervention group (IG). No patient suspended the intervention due to side effects. There was a trend towards improvements in all benefit‐related outcomes in the IG. The overall consent rate was 0.91 (95% CI: 0.78 to 0.96), and there was no consent withdrawal. Conclusions: Although the balance between the benefit and harm of the intervention appears highly favourable, further testing on SAH patients is required. We recommend proceeding with amendments in a dose‐finding trial to determine the optimal duration of parenteral treatment.","8","1","304","Cochrane Central Register of Controlled Trials (CENTRAL)","PUBMED 29404191","EMBASE 626079530",,,,"Journal article","*nutrition; *subarachnoid hemorrhage /drug therapy /surgery; Adult; Aged; Aneurysm clipping; Aneurysm surgery; Article; Brain hemorrhage; Brain infarction; Brain ischemia; Brain ventricle peritoneum shunt; Clinical article; Clinical protocol; Computed tomographic angiography; Controlled study; Decompressive craniectomy; Deep vein thrombosis /drug therapy /prevention; Digital subtraction angiography; Drug safety; Erythema; Exploratory research; Feasibility study; Female; Human; Hydrocephalus; Intracranial pressure; Intracranial pressure monitoring; Male; Medication error; Multicenter study; Neuroimaging; Open study; Pilot study; Platelet count; Postoperative hemorrhage; Priority journal; Randomized controlled trial; Skull surgery; Thrombosis prevention; Unruptured intracranial aneurysm /surgery","10.4103/sni.sni_266_17","https://www.cochranelibrary.com/central/doi/10.1002/central/CN-01792756/full","Complementary Medicine; Stroke"
"CN-00688202","Rabadi, MH; Coar, PL; Lukin, M; Lesser, M; Blass, JP","Intensive nutritional supplements can improve outcomes in stroke rehabilitation","Neurology","2008","OBJECTIVE: Poor nutrition is a common complication of strokes severe enough to require inpatient rehabilitation. We therefore tested whether intensive nutritional supplements given to undernourished patients from the time of their admission to a specialized stroke rehabilitation service would improve patient outcomes. METHODS: Randomized, prospective, double‐blind, single center study comparing intensive nutritional supplementation to routine nutritional supplementation in 116 undernourished patients admitted to a stroke service. The analysis included the 90% of patients who were not lost to follow‐up due to acute or subacute hospitalization (n = 102; 51 in each group). The nutritional supplements are commercially available and Food and Drug Administration approved. The primary outcome variable was change in total score on the Functional Independence Measure (FIM). The secondary outcome measurements included the FIM motor and cognitive subscores, length of stay (taken from day of admission), 2‐minute and 6‐minute timed walk tests measured at admission and on discharge, and discharge disposition (home/not home). RESULTS: Patients receiving intensive nutritional supplementation improved more than those on standard nutritional supplements on measures of motor function (total FIM, FIM motor subscore, 2‐minute and 6‐minute timed walk tests, all significant at p < 0.002). They did not, however, improve on measures of cognition (FIM cognition score). A higher proportion of patients who received the intensive nutritional supplementation went home compared to those on standard supplementation (p = 0.05). CONCLUSION: Intensive nutritional supplementation, using readily available commercial preparations, improves motor recovery in previously undernourished patients receiving intensive in‐patient rehabilitation after stroke.","71","23","1856‐1861","Cochrane Central Register of Controlled Trials (CENTRAL)","PUBMED 18946003",,,,,"Journal article","Aged; Aged, 80 and over; Cognition [physiology]; Dietary Supplements; Disability Evaluation; Double‐Blind Method; Enteral Nutrition; Female; Humans; Length of Stay; Male; Motor Activity [physiology]; Outcome Assessment, Health Care [*methods]; Prospective Studies; Recovery of Function; Rehabilitation Centers; Severity of Illness Index; Stroke Rehabilitation; Time Factors","10.1212/01.wnl.0000327092.39422.3c","https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00688202/full","Dementia and Cognitive Improvement; Stroke"
"CN-00724660","Bergstrom, N","Intensive nutritional supplementation improved functional outcome after stroke","Evidence-based nursing","2009","QUESTION. Does an intensive nutritional supplement improve functional outcome in undernourished patients in a stroke rehabilitation unit? METHODS. Design: randomised controlled trial. Allocation: concealed. Blinding: blinded (patients, healthcare providers, therapists, data collectors, and outcome assessors). Follow‐up period: to discharge (mean 26 d). Setting: stroke rehabilitation unit in New York, USA. Patients: 116 patients (mean age 74 y, 59% men) who had had a first stroke <4 weeks before admission to the unit, had >/= 2.5% weight loss within 2 weeks after the stroke, were medically stable, and were able to ingest food orally. Exclusion criteria were dementia, alcohol abuse, renal or liver disease, malabsorption, and terminal illness. Intervention: intensive nutritional supplement (240 calories, 11 g of protein) (n = 58) or standard nutritional supplement (127 calories, 5 g of protein) (n = 58), 120 ml every 8 hours until discharge, plus usual hospital diet and multivitamins. Outcomes: change in Functional Independence Measure (FIM) total score, FIM motor and cognitive subscores, and 2‐minute and 6‐minute walk tests; length of stay in unit; and discharge to home. Patient follow‐up: 88% (intention‐to‐treat analysis). MAIN RESULTS. Patients in the intensive supplement group had greater improvements in total FIM score, motor FIM subscore, and 2‐minute and 6‐minute walk tests (table). Groups did not differ for change in cognitive FIM subscore (table), weight gain, or length of stay. More patients in the intensive supplement group were discharged home (63% v 43%, p<0.05). CONCLUSION. An intensive nutritional supplement improved functional outcome more than a standard supplement in undernourished patients in a stroke rehabilitation unit.",,,,"Cochrane Central Register of Controlled Trials (CENTRAL)",,,,,,"Journal article",,,"https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00724660/full","Dementia and Cognitive Improvement; Pain, Palliative and Supportive Care"
"CN-00732082","Poppitt, SD; Howe, CA; Lithander, FE; Silvers, KM; Lin, RB; Croft, J; Ratnasabapathy, Y; Gibson, RA; Anderson, CS","Effects of moderate-dose omega-3 fish oil on cardiovascular risk factors and mood after ischemic stroke: a randomized, controlled trial","Stroke","2009","BACKGROUND AND PURPOSE: Fish‐derived omega‐3 fatty acids have long been associated with cardiovascular protection. In this trial, we assessed whether treatment with a guideline‐recommended moderate‐dose fish oil supplement could improve cardiovascular biomarkers, mood‐ and health‐related quality of life in patients with ischemic stroke. METHODS: Patients with CT‐confirmed stroke were randomized to 3 g/day encapsulated fish oil containing approximately 1.2 g total omega‐3 (0.7 g docosahexaenoic acid; 0.3 g eicosapentaenoic acid) or placebo oil (combination palm and soy) taken daily over 12 weeks. Serum triglycerides, total cholesterol and associated lipoproteins, selected inflammatory and hemostatic markers, mood, and health‐related quality of life were assessed at baseline and follow‐up. The primary outcome was change in triglycerides. Compliance was assessed by capsule count and serum phospholipid omega‐3 levels (Australian Clinical Trials Registration: ACTRN12605000207617). RESULTS: One hundred two patients were randomized to fish oil or placebo. Intention‐to‐treat and per‐protocol (>85% compliance) analyses showed no significant effect of fish oil treatment on any lipid, inflammatory, hemostatic, or composite mood parameters measured. Adherence to treatment based on pill count was good (89%) reflected by increased serum docosahexanoic acid (P<0.001) and eicosapentaenoic acid (P=0.0006) in the fish oil group. Analysis of oil composition, however, showed some degradation and potentially adverse oxidation products at the end of the study. CONCLUSIONS: There was no effect of 12 weeks of treatment with moderate‐dose fish oil supplements on cardiovascular biomarkers or mood in patients with ischemic stroke. It is possible that insufficient dose, short duration of treatment, and/or oxidation of the fish oils may have influenced these outcomes.","40","11","3485‐3492","Cochrane Central Register of Controlled Trials (CENTRAL)","PUBMED 19745175",,,,,"Journal article","Affect [drug effects]; Aged; Brain Ischemia [complications, *diet therapy, psychology]; Cardiovascular Diseases [etiology, *prevention & control, psychology]; Double‐Blind Method; Fatty Acids, Omega‐3 [*administration & dosage]; Female; Fish Oils [*administration & dosage]; Humans; Male; Middle Aged; Risk Factors; Stroke [complications, *diet therapy, psychology]; Treatment Outcome","10.1161/STROKEAHA.109.555136","https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00732082/full","Complementary Medicine; Dementia and Cognitive Improvement; Stroke"
"CN-01426091","Pan, WH; Lai, YH; Yeh, WT; Chen, JR; Jeng, JS; Bai, CH; Lin, RT; Lee, TH; Chang, KC; Lin, HJ; Hsiao, CF; Chern, CM; Lien, LM; Liu, CH; Chen, WH; Chang, A","Intake of potassium- and magnesium-enriched salt improves functional outcome after stroke: a randomized, multicenter, double-blind controlled trial","American journal of clinical nutrition","2017","Background: Stroke is one of the leading causes of mortality and neurologic deficits. Management measures to improve neurologic outcomes are in great need. Our previous intervention trial in elderly subjects successfully used salt as a carrier for potassium, demonstrating a 41% reduction in cardiovascular mortality by switching to potassium‐enriched salt. Dietary magnesium has been associated with lowered diabetes and/or stroke risk in humans and with neuroprotection in animals.Objective: Because a large proportion of Taiwanese individuals are in marginal deficiency states for potassium and for magnesium and salt is a good carrier for minerals, it is justifiable to study whether further enriching salt with magnesium at an amount near the Dietary Reference Intake (DRI) amount may provide additional benefit for stroke recovery.Design: This was a double‐blind, randomized controlled trial comprising 291 discharged stroke patients with modified Rankin scale (mRS) ≤4. There were 3 arms: 1) regular salt (Na salt) (n = 99), 2) potassium‐enriched salt (K salt) (n = 97), and 3) potassium‐ and magnesium‐enriched salt (K/Mg salt) (n = 95). The NIH Stroke Scale (NIHSS), Barthel Index (BI), and mRS were evaluated at discharge, at 3 mo, and at 6 mo. A good neurologic performance was defined by NIHSS = 0, BI = 100, and mRS ≤1.Results: After the 6‐mo intervention, the proportion of patients with good neurologic performance increased in a greater magnitude in the K/Mg salt group than in the K salt group and the Na salt group, in that order. The K/Mg salt group had a significantly increased OR (2.25; 95% CI: 1.09, 4.67) of achieving good neurologic performance compared with the Na salt group. But the effect of K salt alone (OR: 1.58; 95% CI: 0.77, 3.22) was not significant.Conclusions: This study suggests that providing the DRI amount of magnesium and potassium together long term is beneficial for stroke patient recovery from neurologic deficits. This trial was registered at clinicaltrials.gov as NCT02910427.","106","5","1267‐1273","Cochrane Central Register of Controlled Trials (CENTRAL)","PUBMED 28877896",,"","","","Journal article","Aged; Asian People; Double‐Blind Method; Female; Humans; Logistic Models; Magnesium [*administration & dosage]; Male; Middle Aged; Potassium, Dietary [*administration & dosage]; Recommended Dietary Allowances; Recovery of Function [*drug effects]; Risk Factors; Salts [administration & dosage]; Stroke [blood, *drug therapy]; Taiwan; Treatment Outcome","10.3945/ajcn.116.148536","https://www.cochranelibrary.com/central/doi/10.1002/central/CN-01426091/full","Stroke"
"CN-00603930","Ouyang, HM; Wang, XH; Song, HQ","Applied research on early enteral nutrition in patiens with severe cerebral infarction","Chinese journal of clinical rehabilitation","2003",,"7","28","3836‐3837","Cochrane Central Register of Controlled Trials (CENTRAL)",,,,,,"Journal article",,,"https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00603930/full","Stroke"
"CN-02073513","Otsuki, I; Himuro, N; Tatsumi, H; Mori, M; Niiya, Y; Kumeta, Y; Yamakage, M","Individualized nutritional treatment for acute stroke patients with malnutrition risk improves functional independence measurement: a randomized controlled trial","Geriatrics & gerontology international","2020","AIM: The aim of the present study was to investigate the effects of individualized nutritional treatment on the activities of daily living of acute stroke patients. METHODS: This was a randomized controlled study. The eligibility criteria were acute stroke, age >65 years and the presence of malnutrition risk. Between September 2016 and December 2017, 128 patients were assigned to either the standard or intensive group (individualized nutritional treatment). The intensive group received energy that was calculated using the Harris‐Benedict equation. The main outcome measures were the total functional independence measurement gain from the time of assignment to the time of discharge from the recovery hospital or at 3 months after the stroke onset, and motor and cognitive functional independence measurement gains. RESULTS: Compared with the standard group, the intensive group had significantly higher median energy intake (P < 0.001); significantly greater functional independence measurement gains in the total score (42 vs. 22; P = 0.02) and motor subscore (P = 0.01), but similar cognitive subscore. CONCLUSION: Individualized nutritional treatment improved the activities of daily living of older acute stroke patients with malnutrition risk. Geriatr Gerontol Int 2019; ••: ••‐••.","20","3","176‐182","Cochrane Central Register of Controlled Trials (CENTRAL)","PUBMED 31854054","EMBASE 2003929675",,,,"Journal article","*Functional Independence Measure; *malnutrition; *risk assessment; *stroke patient; Activities of Daily Living; Adult; Aged; Aged, 80 and over; Article; Caloric intake; Controlled study; Daily life activity; Energy Intake; Female; Geriatric Assessment; Human; Humans; Japan; Major clinical study; Male; Malnutrition [*diet therapy]; Nutrition Assessment; Nutritional Status; Outcome Assessment, Health Care; Outcome assessment; Patient Discharge; Randomized controlled trial; Recovery of Function; Risk Factors; Stroke Rehabilitation; Stroke [*therapy]","10.1111/ggi.13854","https://www.cochranelibrary.com/central/doi/10.1002/central/CN-02073513/full","Stroke"
